,job_title,job_link,company_name,salary,job_location,job_requirements,job_classifiation,short_description,salary_ind
2777,Principal,/job/55323987?type=standout#searchRequestToken=7d0eb930-f868-4c84-8ef9-78237deb87dd,Sheffield,,Canterbury,,Education & Training,"A coeducational, two-year school seeking an education leader who will collaborate and live our school values",120000-150000
2778,Salesforce Product Owner,/job/55219132?type=standout#searchRequestToken=7d0eb930-f868-4c84-8ef9-78237deb87dd,Cin7,22 days leave/2 days WFH per wk/Health insurance,Auckland,"['Take total ownership of how we utilise our Salesforce platform globally', 'Help us to become the global category leader for Inventory Management Systems', 'Own the roadmap and the projects in a fast paced environment.']",Information & Communication Technology,"Based in Grafton, use your strong Salesforce technical skills and knowledge to exceed your global stakeholders expectations.",120000-150000
2779,SAP Consultant (BW/HANA) – 4 opportunities available (3 x Senior)!,/job/55032769?type=standout#searchRequestToken=7d0eb930-f868-4c84-8ef9-78237deb87dd,Foodstuffs North Island Ltd,,Auckland,"['Great Employee benefits - Health insurance, retirement fund, free parking', 'Be part of a customer focused, high performing IT team', 'Work with New Zealadns #1 Retail Employer']",Information & Communication Technology,Work within DnA & broader IT to deliver high-quality SAP BW HANA data solutions for the entire cooperative,120000-150000
2780,User Experience Research Director,/job/55013866?type=standout#searchRequestToken=7d0eb930-f868-4c84-8ef9-78237deb87dd,BNZ,,Wellington,"['6 weeks annual leave!', 'Join a supportive team environment', 'We will support you to be your best with a number of wellbeing initiatives']",Marketing & Communications,This is an exciting opportunity to join a talented team that have invested in a state-of-the art lab for running in-person customer sessions.,120000-150000
2781,IT Business Partner,/job/55179605?type=standout#searchRequestToken=7d0eb930-f868-4c84-8ef9-78237deb87dd,Babcock Pty Ltd,,Auckland,"['Effective transition of new solutions for the business.', 'build a close relationship with the senior management teams', 'Work with Programmes / Projects Work with Subject Matter Experts']",Information & Communication Technology,This role is to be the Interface between the Babcock business and the Corporate Services function,120000-150000
2782,Intellectual Property Advisor,/job/55281893?type=standout#searchRequestToken=7d0eb930-f868-4c84-8ef9-78237deb87dd,Auckland UniServices Limited,,Auckland,,Government & Defence,"Be part of the team managing the process of intellectual property identification, evaluation and protection for a part of the UniServices' technology",120000-150000
2783,Agile Coach,/job/55282391?type=standout#searchRequestToken=7d0eb930-f868-4c84-8ef9-78237deb87dd,Mega Ltd,,Auckland,"['Competitive salary', 'Engaged teams who want to learn', 'Flexible working']",Information & Communication Technology,Are you able to engage and train diverse teams across the globe in the agile approach?,120000-150000
2785,"Principal Advisor, COVID-19 Office of the Deputy Chief Executive",/job/55267874?type=standout#searchRequestToken=7d0eb930-f868-4c84-8ef9-78237deb87dd,Ministry of Health,,Wellington,"['Contribute directly to the Ministry of Health COVID-19 national response', 'Wellington-based Fixed Term Contract or Secondment until 30 June 2022']",Government & Defence,The Principal Advisor provides advice and leadership to the work of the Public Health team.,120000-150000
2786,Expressions of Interest- Financial Advisor,/job/55322517?type=standout#searchRequestToken=7d0eb930-f868-4c84-8ef9-78237deb87dd,Fidelity Life,,Auckland,"['Dont wait for 2021 to end, apply for this exciting role today', 'Work for an NZ owned Insurer', 'Its an exciting time to be here']",Insurance & Superannuation,We are seeking expressions of interest from Financial Advisors to deliver advice deliver advice solutions,120000-150000
2787,Development Team Lead,/job/55195969?type=standout#searchRequestToken=7d0eb930-f868-4c84-8ef9-78237deb87dd,Kordia,Competitive Salary & Employee Benefits,Wellington,"['Leading Technology Experts', 'Hands On', 'Lambton Quay']",Information & Communication Technology,Key lead role supporting a development and test team in Lambton Quay. Leading telecommunications / broadcast organisation.,120000-150000
2788,Senior Consultant,/job/55212473?type=standout#searchRequestToken=7d0eb930-f868-4c84-8ef9-78237deb87dd,Marsh Pty Ltd,,Auckland,"['Leading training and development program', 'Professional environment where your career path really matters and is supported', 'Great team environment with energetic and supportive colleagues']",Insurance & Superannuation,An outstanding opportunity has become available for an experienced Senior Consultant to join our Advisory team at Marsh.,120000-150000
2789,Test Analyst,/job/55289217?type=standout#searchRequestToken=7d0eb930-f868-4c84-8ef9-78237deb87dd,RWA People - Connecting IT people with outstanding jobs,,Auckland,"['Manual Testing', 'Test Co-ordination', 'South Auckland, 6 months']",Information & Communication Technology,You will be required to provide Testing Support to various projects within the Programme,120000-150000
2790,Commercial Business Partner,/job/55306422?type=standout#searchRequestToken=7d0eb930-f868-4c84-8ef9-78237deb87dd,Beca,,Auckland,"['Grow your business partnering career', 'Buildings and Digital business lines', 'Best practice environment with career progression opportunity']",Accounting,"Influence and impact business performance, combining your finance background, commercial insights and partnering expertise",120000-150000
2791,Lead Cloud Consultant,/job/55103412?type=standout#searchRequestToken=7d0eb930-f868-4c84-8ef9-78237deb87dd,Theta,,Canterbury,"['INZ Accredited employer - NZ owned technology consulting company', 'We are a Microsoft Gold Partner', 'Excellent benefits, hybrid working model, superb company culture']",Information & Communication Technology,"Rewarding opportunity for a Lead Cloud Consultant to utilise your Microsoft Azure cloud platforms, strong design and CI/CD expertise.",120000-150000
2792,"Principal Advisor, Strategy & Performance",/job/55271578?type=standard#searchRequestToken=7d0eb930-f868-4c84-8ef9-78237deb87dd,Office of the Auditor-General,,Wellington,,Consulting & Strategy,Are you ready to provide strategic advice to the organisation at the heart of public sector accountability?,120000-150000
2793,Principal Strategy Advisor,/job/55141011?type=standout#searchRequestToken=7d0eb930-f868-4c84-8ef9-78237deb87dd,Momentum Consulting Group,,Wellington,"['Large, complex public sector agency', 'Multifaceted & challenging role', 'Organisational strategy & performance focus']",Government & Defence,Principal Strategy Advisor required for complex public sector agency.,120000-150000
2794,Channel Operations Manager,/job/55305372?type=promoted#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,Seequent,,Canterbury,"['Implement best practice sales processes across our global teams', 'Work in a highly skilled and supportive team', 'Be part of a rapidly expanding global organisation']",Sales,"Seequent is a high growth, people-centric success story. We're passionate, curious, Earth lovers. Ready to help change the world? Join us.",120000-150000
2796,Lecture/Senior Lecturer/Associate Professor in Clinical Pharmacology,/job/55253063?type=standout#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,The University of Auckland,,Auckland,"['Great benefits and career opportunities with a leading NZ employer', 'A permanent role with 5 weeks annual leave and flexible working options', 'Build your experience in a varied and fascinating area']",Government & Defence,We are seeking a Lecturer/Senior Lecturer/Associate Professor in Clinical Pharmacology to join our existing team who can provide research-led teaching,120000-150000
2797,Azure Architect - Permanent - WFH / Remote anywhere in NZ,/job/55218328?type=standard#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,H2R Technology Limited,,Wellington,,Information & Communication Technology,"The Azure Architect is responsible for designing, developing and documenting complex system architectures that meet ever evolving IT requirements.",120000-150000
2798,Senior Salesforce Technical Consultant | Remote & Flexible Working Options,/job/55289023?type=standout#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,OSF Digital,,Wellington,"['Award winning Salesforce practice', 'Modern office, exciting projects, well-being initiatives, highly-skilled team', 'Show off your technical & leadership skills.']",Information & Communication Technology,"Exciting projects. Take Ownership. Be proud of what you do. Experience diversity. Flexible & Remote working options. 
Start now or in the New Year",120000-150000
2799,"Head of Digital,APAC",/job/54990315?type=standout#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,Icebreaker New Zealand,,Auckland,"['Join a NZ company that has seen phenomenal growth over the last few years', 'Bring fresh leadership to support the executive management team', 'Do you have proven experience in a similar organisation with strong digital exp']",Marketing & Communications,You will own and lead the commercial performance and business operations of the digital marketplaces,120000-150000
2800,Change Manager x4 - Contract,/job/55226495?type=standout#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,Halo Consulting Ltd,,Auckland,"[""10+ years' experience working in a Business Analyst role"", 'Experience with Process Mapping', 'Experience working on Data Integration projects']",Information & Communication Technology,This Kiwi-owned company is looking for a multiple Change Managers to join their team on 6 month contracts.,120000-150000
2801,BASIS Consultant - NZ,/job/55204089?type=standout#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,DXC Technology Australia & New Zealand,,Wellington,"['BASIS role encompassing ChaRM and SolMan', 'Flexible work environment', 'Join our award winning company with a great team culture']",Information & Communication Technology,Great opportunity for an experienced SAP Basis Consultant to join our award winning company!,120000-150000
2802,Oracle SOA Integration Consultant,/job/55188207?type=standout#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,DXC Technology Australia & New Zealand,,Auckland,,Information & Communication Technology,"Due to DXC Red Rock’s ongoing growth, an opportunity has arisen for an experienced SOA Integration Consultant in New Zealand",120000-150000
2803,Cycling New Zealand - Head Sprint Coach,/job/55262619?type=standout#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,Global Elite Sports,,Waikato,"['Oversee one of the world’s leading track sprint programmes', 'Build a sustainable sprint programme capable of achieving medal success', 'Lead the team to World track cycling Championships & Olympic Games']",Sport & Recreation,Incredible opportunity for a proven track cycling coach to oversee one of the world’s leading track sprint programmes,120000-150000
2804,BOARDPRO - Product Manager,/job/55128089?type=standout#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,AssessAdvantage,,Auckland,"['Rare opportunity to join a high growth business', 'Flexible working hours and location', 'Work closely with the Founders in this newly created role']",Information & Communication Technology,Become an early employee of an exciting start-up that is leading the board governance software market & is targeting huge growth globally.,120000-150000
2805,Senior Software Developer,/job/55320979?type=standout#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,Computer Concepts Limited,competitive salary package + insurance + allowance,Auckland,"['Flexible working arrangements', 'Development & Growth Opportunities', 'Kiwi Owned & Operated']",Information & Communication Technology,Join an amazing team of Developers located in North Shore.,120000-150000
2807,Tech Lead,/job/54599364?type=standout#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,Halter,"$150,000 - $159,999",Auckland,"['Work for a kiwi startup creating innovative, world first technology', 'Employee Stock Options', 'Unlimited leave, free office snacks & an employee development fund']",Information & Communication Technology,We are looking for a Tech Lead who is hungry to make an impact on the world plus improve & innovate our pasture management systems.,120000-150000
2809,Technical Services Veterinarian – Companion Animals,/job/55219174?type=standout#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,Boehringer Ingelheim - Animal Health New Zealand,,Auckland,"['Opportunity for veterinarians in clinical practice looking for a change', 'The role is open to applications from other locations in New Zealand', 'Require travel throughout the country for product and educational training']","Farming, Animals & Conservation",Technical Services Veterinarian – Companion Animals,120000-150000
2811,Strategic Revenue Manager,/job/54981887?type=standout#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,Tribe (New Zealand) Limited,,Auckland,"['Strategic business partnering role', 'Join an industry leader…', 'Plenty of scope to develop professionally']",Accounting,"Start 2022 off with a brand-new role, working for a well-known FMCG business in Parnell…",120000-150000
2812,Finance Manager - Grocery,/job/55291551?type=standout#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,Fonterra Co-operative Group Ltd,,Auckland,"['Provide invaluable insights to performance and financial visibility', 'True business partnering role', 'Opportunities to get involved with key departmental projects']",Accounting,Fantastic business partnering opportunity within a faced-paced and dynamic organisation.,120000-150000
2813,Manager - Deals/Commercial Due Diligence,/job/55196316?type=standout#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,PwC NZ,,Auckland,"['Put your skills to the test, partnering with some of NZ’s largest organisations', 'Work alongside highly talented people, with diverse clients every day', 'Reimagine the possible with a range of innovative and meaningful projects']",Banking & Financial Services,This role is all about providing bespoke value creation and commercial due diligence support to our clients.,120000-150000
2814,Modern Workplace Consultant,/job/55096162?type=standard#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,Foodstuffs North Island Ltd,,Auckland,,Information & Communication Technology,Work for NZ's number one retail employer!,120000-150000
2815,Principal Advisor,/job/55165890?type=standout#searchRequestToken=745a5dc7-5b3e-4919-9c66-d53f46229346,Likemind,,Wellington,"['Exciting role', 'Ability to contribute', 'Large, modern complex']",Consulting & Strategy,We are looking for someone who will lead the advancement of approaches to identify the difference and effect that research investments are making.,120000-150000
2816,Client Delivery Executive,/job/54991526?type=promoted#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,Unisys,,Auckland,"['Are you passionate about delivering quality?', 'Best working environment in New Zealand', 'Progressive company']",Information & Communication Technology,Looking to join a Global IT Services Company a leader in the market? Look no further.,120000-150000
2817,Head of Design,/job/55187779?type=promoted#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,Medenterprises,,Auckland,"['Work alongside one of NZ’s top entrepreneurs, bringing his vision to life.', 'Be a part of an organisation undergoing a user centred digital transformation.', 'The role is remote first, we have offices in Auckland, Christchurch & Queenstown']",Information & Communication Technology,There is a crisis in the medical profession. We are seeking an experienced Head of Design to deliver value to users & the business.,120000-150000
2818,Backend Team Lead,/job/55154949?type=standout#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,Genesis,,Auckland,"['Competitive Remuneration', 'Working in an agile environment', 'Be supported by a well established squad']",Information & Communication Technology,"Be responsible for people leadership, direction, technical stewardship and overall maturity of Back End in the newly created position",120000-150000
2819,Senior Risk Manager - Corporate Banking,/job/55305260?type=standout#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,ASB Bank Limited,,Auckland,"['Identify risks, control gaps or weaknesses and design and implement risk control', 'Knowledge of the legal and regulatory environment relating to financial services', 'Experience in process design, training, Compliance/Operational Risk Frameworks']",Banking & Financial Services,"Senior Manager responsible for the design, development, implementation and improvement of the Corporate Banking operational risk management framework.",120000-150000
2820,Product Owner,/job/55122014?type=standout#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,Fonterra Co-operative Group Ltd,,Auckland,"['Bring a passion for digital enablement, focusing on customer & business needs', 'Lead with strong strategic thinking and decision making', 'Come and join our Digital Product team!']",Marketing & Communications,"Design to Delivery – as Product Owner, your experience in digital optimisation & user experience will be key in maximising value in work delivered.",120000-150000
2822,Senior Product Owner,/job/55153290?type=standout#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,Author-it,,Wellington,"['Are you an experienced Product Owner?', 'Do you have prior knowledge in SaaS Services?', 'Remote working opportunity']",Information & Communication Technology,Remote working opportunities available.,120000-150000
2823,Salesforce Platform Engineer,/job/55219372?type=standout#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,Lloyd Executive Ltd,,Auckland,"['Nothshore Location', 'Role: Permanent - market competitive $$']",Information & Communication Technology,Senior Salesforce Platform Engineer needed to join a NZ success story.....,120000-150000
2824,Value Owner,/job/55010281?type=standard#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,Beyond Recruitment - Winner - Best Innovation -2018 Global Recruiter Awards,,Waikato,,Information & Communication Technology,The Value Owner will have responsibility for guiding the Squad to prioritise & deliver solutions that helps achieve the relevant Value Stream vision.,120000-150000
2825,Senior Scala Developer,/job/55076017?type=standard#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,CircuIT Recruitment Group,up to $1200 per day,Auckland,,Information & Communication Technology,My client has developed an elite cloud-based customer service platform that has taken the global market by storm.,120000-150000
2827,Performance Media Specialists,/job/55292697?type=standout#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,FCB,,Auckland,,"Advertising, Arts & Media",Performance Media Specialists,120000-150000
2828,Strategy Director (Digital Transformation),/job/55204373?type=standout#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,Campfire Digital Recruitment,"$150,000 - $200,000 + Flexible Working",Auckland,"['Join a well-known & award-winning global consultancy', 'Work on high-budget projects around customer journeys & data', 'Enjoy perks like flexible hours & great development schemes']",Marketing & Communications,A global digital consultancy is looking for a passionate strategist to lead digital transformation journeys.,120000-150000
2829,Desktop Analyst - Competitive Hourly Rate,/job/55204616?type=standout#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,Find IT Recruitment,,Wellington,"['Work with AWS', 'Flexible working options', 'Contract until June 2022, Competitive hourly rate']",Information & Communication Technology,"I would love to hear from Desktop Analysts who are on the lookout for a new, exciting opportunity!",120000-150000
2830,Principal Microsoft Integration Architect,/job/54899248?type=standout#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,Theta,,Auckland,"['Accredited employer - NZ owned technology consulting company', 'We are a Microsoft Gold Partner', 'Excellent benefits, hybrid working model, superb company culture']",Information & Communication Technology,Technical leadership opportunity for a Principal Consultant to lead cloud and hybrid integration projects mainly around the Microsoft stack.,120000-150000
2831,People & Culture Business Partner,/job/55021351?type=standout#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,IRI,,Auckland,"['FTC from January to May 2022', 'Project manage the implementation of a new HRIS (50% of the role)', 'Work from anywhere in Australia, 100% remote or hybrid, PT or FT']",Human Resources & Recruitment,"This position would suit a People & Culture generalist, who has strong project management skills and advanced MS Excel and PowerPoint.",120000-150000
2832,Head of Managed Services,/job/55009974?type=standout#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,Lancom Technology,,Auckland,"['Create leverage for our customers and our internal teams', 'Be a change agent in the business by designing and streamlining our processes', 'Work on the bleeding edge of cloud technologies']",Information & Communication Technology,"Due to growth, we are looking for a Head of Managed Services to streamline and leverage the potential of our services, people and technology.",120000-150000
2833,Principal SAP Consultant,/job/55293178?type=standout#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,Halcyon Knights Pty Ltd,,Auckland,"['Award-winning business - a leading SAP partner in PM, BI and Analytics', 'Senior client facing role with full ownership of projects', 'Talented team of peers: dedicated, professional and the best in their field']",Information & Communication Technology,"Principal SAP Consultant| Perm| Auckland or Wellington| SAP Cloud, SAP HANA, SAP BPC| Compelling salary on offer",120000-150000
2835,Operations Manager,/job/55088502?type=standout#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,Trustees Executors,,Auckland,"['Can you work with business and technology services to define and drive change?', 'Do you have a background in superannuation and funds legislation and systems?', 'Do you have a background in superannuation and funds legislation and systems?']",Banking & Financial Services,"This role will work closely with the Systems Architect, Internal/External Developers, Business Analysts and Testers.",120000-150000
2836,Integration Developer - Permanent,/job/55245015?type=standout#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,Finite920,Flexible working and learning,Wellington,"['Progressive & ambitious employer', 'Build & Support MS Azure Integration solutions', 'Start Jan/Feb 2022']",Information & Communication Technology,"Experienced Integration Developer wanted, permanent opportunity in busy unique environment.",120000-150000
2837,Lead Cloud Consultant,/job/55103789?type=standout#searchRequestToken=cee0b218-c4f9-4460-ad03-2022a3d345cb,Theta,,Wellington,"['INZ Accredited employer - NZ owned technology consulting company', 'We are a Microsoft Gold Partner', 'Excellent benefits, hybrid working model, superb company culture']",Information & Communication Technology,"Rewarding opportunity for a Lead Cloud Consultant to utilise your Microsoft Azure cloud platforms, strong design and CI/CD expertise.",120000-150000
2838,Java Developer,/job/55255276?type=promoted#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,DWS Limited,"up to $150K, depending on experience",Auckland,"['Permanent work from home, anywhere in NZ', 'Career progression, paid training / certifications, work-life balance', 'Join DWS; a leading IT Consultancy, and part of HCL Technologies']",Information & Communication Technology,"Experienced Full Stack Java Developers required for new projects across Tier 1 clients via DWS, a leading Tech Consultancy / part of the HCL group",120000-150000
2839,Key Account Manager,/job/55266782?type=promoted#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,Halter,"$110,000 - $139,999",Canterbury,"['Work for a kiwi startup creating innovative, world first technology', 'Opportunity for rapid development and career progression', 'Unlimited leave, free office snacks & an employee development fund']",Sales,We're looking for our first Key Account Manager for the Canterbury region!! The future of farming is here! Be part of our vision!,120000-150000
2840,Software Technical Lead,/job/55309537?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,Datacom,,Auckland,"['Accelerate your career with NZ largest Information Technology company', 'Unique opportunity to coach and mentor highly skilled developers', 'Attractive remuneration and employee benefits inc. range of insurance covers']",Information & Communication Technology,"Our purposeHere at Datacom, we connect people and technology to solve challenges, create opportunities and discover new possibilities for the co",120000-150000
2841,Manager/Associate Director - Manakura Māori Business,/job/55220522?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,PwC NZ,,Canterbury,"['Work alongside highly talented people, with diverse clients every day', 'Enjoy first class tech-enabled systems and workspaces', 'Work for our market-leading firm taking your career to the next level']",Consulting & Strategy,Combine your industry expertise and market knowledge with our operational excellence to create meaningful impact to our local community and businesses,120000-150000
2842,Cloud Platforms Product Architect - Virtualisation,/job/55219819?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,Computer Concepts Limited,A competitive salary + health insurance + more,Auckland,"['Rare opportunity to work on very large scale environments', 'Work with like minded very capable people', 'Very flexible working arrangements']",Information & Communication Technology,We enable New Zealand organisations to achieve business outcomes through the successful delivery of technology and transformation services.,120000-150000
2843,Cloud Consultant - Azure Platform,/job/55292752?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,Datacom,,Auckland,,Information & Communication Technology,"Datacom is one of Australasia's largest IT professional services companies with extensive expertise in the provision of IT services, software en",120000-150000
2844,Senior SharePoint and O365 Developer,/job/55316692?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,DOWNER NZ,Competitive salary + benefits!,Auckland,"['An exciting role where no two days are the same', 'The opportunity to build & improve our systems', 'Access benefits incl. subsidised insurance, gym and retail discounts plus more!']",Information & Communication Technology,"Seeking a technical wiz to lead the design, development and support of Downer's O365, SharePoint and Power Platform programmes and applications.",120000-150000
2845,Supply Chain Professionals,/job/55201863?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,January Group Limited,,Auckland,"['Work with like-minded people at the forefront of supply chain innovation', 'Enjoy the variety that comes with working for clients in different industries', 'Attractive remuneration and outstanding opportunities for advancement']",Consulting & Strategy,Our client is seeking supply chain professionals who are excited about applying their skills to help a range of clients optimise their supply chains.,120000-150000
2846,Salesforce Senior Engineer (Sales/Analytics),/job/55051280?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,Xero,,Auckland,"['Enhance and support Salesforce Sales and Analytics Cloud at Xero', 'Working in an innovative and collaborative environment', 'Work remotely or in one of our #beautiful offices!']",Information & Communication Technology,"Help Xero maximise the use of Sales and Analytics Cloud, focusing on sustainably excellent engineering!",120000-150000
2847,Senior Product Owner,/job/55274863?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,Ryman Healthcare,,Canterbury,"['Join an organisation that values kindness, excellence, teamwork and innovation', 'Be part of a Technology team executing a clear vision', 'Deliver world-class digital products that enhance efficiency']",Information & Communication Technology,Combine your passion for technology and design to deliver outstanding customer experiences!,120000-150000
2848,Product Owner,/job/55184159?type=standard#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,Robert Walters,Competitive salary and Benefits,Auckland,,Information & Communication Technology,Exciting new role for an experienced Digital Product Owner to join a highly motivated team focused on digital services!,120000-150000
2849,Manager Audit and Assurance,/job/55267716?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,Kiwibank,,Wellington,"['Are you an experienced internal auditor?', 'Do you have a passion for working within the Financial Services sector?', 'Exciting Wellington or Auckland based internal audit role at Kiwibank']",Accounting,It's a super exciting time to join Kiwibank as we transform to achieve our purpose - Kiwi making Kiwi Better Off,120000-150000
2850,ANZ_NZ_Webservices TestingDev_Automation_Backfill,/job/55308754?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,Capgemini Australia Pty Ltd,,Wellington,"['Experience in Test automation in any of the tools such as Selenium, UFT or Rest', 'Experience in SOAP UI', 'xperience in any of the programming language - Java or .net or Java Script or VB']",Information & Communication Technology,"Capgemini NZ  require a Test Automation Analyst with Webservice testing & development experience at Wellington, NZ. Candidate should have experienc...",120000-150000
2851,Business Application Technical Lead,/job/54929391?type=standard#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,Randstad Technologies,$115k - $130k p.a. + Additional Benefits,Auckland,,Information & Communication Technology,Business Application Technical Lead - Crucial GOV organization - Varied role / Technical background needed - Permanent - WFH Options available,120000-150000
2852,Lead Cloud Consultant,/job/55103913?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,Theta,,Auckland,"['INZ Accredited employer - NZ owned technology consulting company', 'We are a Microsoft Gold Partner', 'Excellent benefits, hybrid working model, superb company culture']",Information & Communication Technology,"Rewarding opportunity for a Lead Cloud Consultant to utilise your Microsoft Azure cloud platforms, strong design and CI/CD expertise.",120000-150000
2854,Marketing Automation Team Lead,/job/55251342?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,Two Degrees Mobile Limited,,Auckland,"['Be part of a high performing and respected team', 'Great salary and benefits package', 'Dynamic and fast paced environment']",Marketing & Communications,Lead a team of high performing Automation Specialists in communicating with our customers using highly targeted and personalised marketing campaigns.,120000-150000
2855,Technical Lead - Application Assurance - Enable Team,/job/55014494?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,Datacom,,Wellington,"['Join the new Enable Team!', 'Tech Lead role in Wellington', 'Be part of growing business']",Information & Communication Technology,Application Assurance in Wellington is growing and looking for a Tech Lead to join us!,120000-150000
2856,Product Manager,/job/55238788?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,Momentum Consulting Group,,Wellington,"['Financial Services', 'Product Management', '12 month fixed term contract']",Marketing & Communications,We're assisting an organisation within Financial Services with the recruitment of a Product Manager to join the team for a 12 month FTC in Wellington.,120000-150000
2857,Senior Product Manager - Pickup Experience,/job/55285592?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,Woolworths NZ Ltd,,Auckland,"['Bring customer experience excellence to life', 'Help us create a world-class product practice', 'Make a real impact across the entire Countdown NZ business']",Information & Communication Technology,Help scale a rapidly growing Pickup service at NZ’s biggest online retailer!,120000-150000
2858,Manager/Senior Manager (Strategy Consulting),/job/55043196?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,Tribe (New Zealand) Limited,,Auckland,"['Lead strategy case teams', 'Develop world-class, bespoke solutions to complex unstructured problems', 'Leadership pathway to Partner level with potential profit sharing']",Consulting & Strategy,Opportunity to join one of NZs fastest growing strategy and policy boutique strategy consulting firms.,120000-150000
2859,Head of Banking and Finance NZ,/job/55091121?type=standout#searchRequestToken=cb95c193-4440-4342-8789-c4fea42f4a63,CoreLogic,,Auckland,,Banking & Financial Services,"We are looking for a Head of Banking and Finance NZ to head up New Zealand Banking & Finance Segment, on a full time basis.",120000-150000
2861,Engineer the future of Aluminium Structures in Australasia,/job/55076578?type=promoted#searchRequestToken=7d166e3f-3544-44df-91c2-667302a2dfcf,Monkey Toe Systems Ltd,,Taranaki,"['Support Monkeytoe as it pushes the boundaries of aluminium structures', 'Enjoy the world renowned outdoor Taranaki lifestyle', 'Join an enthusiastic and hard working team with a caring culture']",Engineering,Become a leading figure in the design and execution of our current projects and future product solutions such as helicopter landing pads and bridges.,150000-200000
2868,Data analyst,/job/55151693?type=standout#searchRequestToken=7d166e3f-3544-44df-91c2-667302a2dfcf,The Health Media,$100 - $100 per hour,Otago,"['Work from home, anywhere in New Zealand or Australia', 'Good hourly rate', 'Work with small team, be involved with product or service design']",Consulting & Strategy,Work from home in NZ or Australia. Casual or contract analyst role.,150000-200000
2869,Northern Region Head of Data,/job/55292965?type=standout#searchRequestToken=7d166e3f-3544-44df-91c2-667302a2dfcf,healthAlliance,,Auckland,"['Newly created role', 'Flexible working options available', 'High performing team environment']",Information & Communication Technology,"Newly created opportunity to Lead and Support Data Governance and Management, and to define shared health information standards.",150000-200000
